Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,04-08-2021 00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$32.00,72,"$2,304.00",$76.00,Outlet
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$19.00,72,"$1,368.00",$57.00,Outlet
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Apparel,$26.00,72,"$1,872.00",$88.00,Outlet
Sports Direct,1185732,15-06-2021 00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$34.00,72,"$2,448.00",$69.00,Outlet
Amazon,1185732,12-02-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$33.00,72,"$2,376.00",$112.00,Outlet
Amazon,1185732,11-08-2021 00:00,Northeast,Vermont,Burlington,Men's Apparel,$43.00,72,"$3,096.00",$121.00,Outlet
Amazon,1185732,10-09-2021 00:00,Northeast,Vermont,Burlington,Women's Street Footwear,$40.00,72,"$2,880.00",$121.00,Outlet
Foot Locker,1185732,22-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$59.00,70,"$4,130.00",$190.00,Online
West Gear,1128299,06-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$47.00,70,"$3,290.00",$214.00,Online
Amazon,1185732,28-12-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,$46.00,70,"$3,220.00",$151.00,Online
Walmart,1128299,10-10-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,$63.00,70,"$4,410.00",$123.00,Online
Foot Locker,1128299,25-09-2021 00:00,Southeast,Virginia,Richmond,Women's Apparel,$42.00,70,"$2,940.00",$126.00,Online
Foot Locker,1185732,18-02-2021 00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$24.00,70,"$1,680.00",$87.00,Online
Foot Locker,1185732,19-05-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$44.00,70,"$3,080.00",$148.00,Online
West Gear,1185732,11-04-2021 00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,$18.00,70,"$1,260.00",$67.00,Online
Foot Locker,1197831,04-02-2021 00:00,West,Idaho,Boise,Men's Apparel,$39.00,70,"$2,730.00",$96.00,Online
Walmart,1197831,21-02-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$18.00,70,"$1,260.00",$63.00,Online
Foot Locker,1197831,13-11-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$68.00,70,"$4,760.00",$219.00,Online
Foot Locker,1185732,12-06-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$39.00,70,"$2,730.00",$109.00,Online
Sports Direct,1185732,12-10-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00,70,"$3,850.00",$212.00,Online
Foot Locker,1185732,06-01-2021 00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$29.00,70,"$2,030.00",$93.00,Online
West Gear,1185732,03-01-2021 00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$29.00,70,"$2,030.00",$93.00,Online
Sports Direct,1185732,03-05-2021 00:00,Northeast,Connecticut,Hartford,Men's Apparel,$50.00,70,"$3,500.00",$154.00,Online
Sports Direct,1185732,17-01-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$38.00,70,"$2,660.00",$109.00,Online
Amazon,1185732,14-11-2021 00:00,Northeast,Massachusetts,Boston,Men's Apparel,$63.00,70,"$4,410.00",$168.00,Online
Amazon,1185732,10-03-2021 00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,$42.00,70,"$2,940.00",$168.00,Online
Foot Locker,1185732,27-10-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$32.00,70,"$2,240.00",$76.00,Outlet
West Gear,1128299,12-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$37.00,70,"$2,590.00",$158.00,Outlet
Foot Locker,1185732,22-05-2021 00:00,South,Tennessee,Knoxville,Men's Athletic Footwear,$23.00,70,"$1,610.00",$66.00,Outlet
Foot Locker,1128299,25-09-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$37.00,70,"$2,590.00",$104.00,Outlet
West Gear,1128299,24-04-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$34.00,70,"$2,380.00",$88.00,Outlet
Walmart,1197831,19-03-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$15.00,70,"$1,050.00",$49.00,Outlet
West Gear,1197831,20-04-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00,70,$700.00,$32.00,Outlet
Kohl's,1197831,16-01-2021 00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$16.00,70,"$1,120.00",$45.00,Outlet
Foot Locker,1185732,08-06-2021 00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$26.00,70,"$1,820.00",$84.00,Outlet
Sports Direct,1185732,15-02-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$24.00,70,"$1,680.00",$49.00,Outlet
Amazon,1185732,14-01-2021 00:00,Northeast,Massachusetts,Boston,Men's Apparel,$37.00,70,"$2,590.00",$106.00,Outlet
Amazon,1185732,17-09-2021 00:00,Northeast,New Hampshire,Manchester,Men's Apparel,$48.00,70,"$3,360.00",$121.00,Outlet
Foot Locker,1185732,22-02-2021 00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$42.00,70,"$2,940.00",$123.00,Outlet
Foot Locker,1185732,05-06-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$41.00,69,"$2,829.00",$170.00,Online
Foot Locker,1185732,28-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00,69,"$3,795.00",$171.00,Online
West Gear,1128299,11-04-2020 00:00,West,Colorado,Denver,Women's Athletic Footwear,$58.00,69,"$4,002.00",$236.00,Online
Sports Direct,1197831,26-03-2021 00:00,South,Tennessee,Knoxville,Men's Apparel,$39.00,69,"$2,691.00",$126.00,Online
Foot Locker,1185732,07-07-2021 00:00,Midwest,Nebraska,Omaha,Women's Apparel,$44.00,69,"$3,036.00",$182.00,Online
Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,$41.00,69,"$2,829.00",$105.00,Online
Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Men's Apparel,$62.00,69,"$4,278.00",$163.00,Online
Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,$52.00,69,"$3,588.00",$129.00,Online
Foot Locker,1128299,24-04-2021 00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,$59.00,69,"$4,071.00",$195.00,Online
Foot Locker,1128299,25-05-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$47.00,69,"$3,243.00",$162.00,Online
Foot Locker,1128299,23-10-2021 00:00,West,Arizona,Phoenix,Men's Apparel,$53.00,69,"$3,657.00",$146.00,Online
Sports Direct,1128299,13-04-2021 00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$48.00,69,"$3,312.00",$182.00,Online
Amazon,1185732,21-07-2021 00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,$38.00,69,"$2,622.00",$136.00,Online
West Gear,1197831,19-03-2021 00:00,South,Oklahoma,Oklahoma City,Women's Apparel,$23.00,69,"$1,587.00",$86.00,Online
West Gear,1197831,19-09-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$14.00,69,$966.00,$49.00,Online
Kohl's,1197831,13-08-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$47.00,69,"$3,243.00",$162.00,Online
Sports Direct,1185732,09-02-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$23.00,69,"$1,587.00",$81.00,Online
Foot Locker,1185732,07-05-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$46.00,69,"$3,174.00",$165.00,Online
West Gear,1185732,03-11-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$33.00,69,"$2,277.00",$96.00,Online
West Gear,1185732,16-03-2021 00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$27.00,69,"$1,863.00",$101.00,Online
West Gear,1185732,17-06-2021 00:00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,$33.00,69,"$2,277.00",$118.00,Online
Foot Locker,1185732,15-02-2021 00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,$27.00,69,"$1,863.00",$95.00,Online
Foot Locker,1185732,13-03-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$29.00,69,"$2,001.00",$108.00,Online
Foot Locker,1185732,13-05-2021 00:00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$47.00,69,"$3,243.00",$146.00,Online
Kohl's,1185732,10-01-2021 00:00,Northeast,Delaware,Wilmington,Women's Apparel,$33.00,69,"$2,277.00",$125.00,Online
Kohl's,1185732,08-06-2021 00:00,Northeast,New Jersey,Newark,Women's Street Footwear,$38.00,69,"$2,622.00",$139.00,Online
Sports Direct,1185732,04-04-2021 00:00,Northeast,Connecticut,Hartford,Women's Apparel,$36.00,69,"$2,484.00",$124.00,Online
Sports Direct,1185732,14-08-2021 00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,$42.00,69,"$2,898.00",$101.00,Online
Amazon,1185732,17-03-2021 00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$49.00,69,"$3,381.00",$172.00,Online
Foot Locker,1185732,14-06-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$37.00,68,"$2,516.00",$113.00,Online
Foot Locker,1185732,23-10-2021 00:00,South,Texas,Dallas,Men's Athletic Footwear,$41.00,68,"$2,788.00",$131.00,Online
Foot Locker,1185732,02-11-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$44.00,68,"$2,992.00",$135.00,Online
Foot Locker,1185732,30-11-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$37.00,68,"$2,516.00",$101.00,Online
Foot Locker,1185732,26-05-2021 00:00,Midwest,Nebraska,Omaha,Women's Apparel,$32.00,68,"$2,176.00",$133.00,Online
Sports Direct,1197831,11-08-2021 00:00,South,Alabama,Birmingham,Men's Apparel,$38.00,68,"$2,584.00",$124.00,Online
Amazon,1185732,17-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,$38.00,68,"$2,584.00",$134.00,Online
Amazon,1185732,23-12-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,$41.00,68,"$2,788.00",$139.00,Online
Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,$52.00,68,"$3,536.00",$177.00,Online
Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,$53.00,68,"$3,604.00",$144.00,Online
Sports Direct,1128299,17-01-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,$54.00,68,"$3,672.00",$110.00,Online
Walmart,1128299,18-05-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$52.00,68,"$3,536.00",$113.00,Online
Foot Locker,1185732,18-10-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$32.00,68,"$2,176.00",$102.00,Online
West Gear,1128299,17-01-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$41.00,68,"$2,788.00",$153.00,Online
Foot Locker,1128299,22-03-2021 00:00,West,Arizona,Phoenix,Women's Athletic Footwear,$47.00,68,"$3,196.00",$147.00,Online
Foot Locker,1128299,23-06-2021 00:00,West,Arizona,Phoenix,Men's Apparel,$51.00,68,"$3,468.00",$146.00,Online
Amazon,1185732,23-05-2021 00:00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,$42.00,68,"$2,856.00",$143.00,Online
Foot Locker,1185732,21-12-2021 00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$49.00,68,"$3,332.00",$177.00,Online
Foot Locker,1185732,21-12-2021 00:00,Southeast,Kentucky,Louisville,Men's Apparel,$54.00,68,"$3,672.00",$173.00,Online
West Gear,1197831,20-04-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$14.00,68,$952.00,$50.00,Online
West Gear,1197831,19-09-2021 00:00,South,Oklahoma,Oklahoma City,Men's Apparel,$23.00,68,"$1,564.00",$70.00,Online
Kohl's,1197831,14-02-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$32.00,68,"$2,176.00",$104.00,Online
Foot Locker,1185732,13-05-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$58.00,68,"$3,944.00",$201.00,Online
Sports Direct,1185732,09-02-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$24.00,68,"$1,632.00",$69.00,Online
Sports Direct,1185732,09-04-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$49.00,68,"$3,332.00",$177.00,Online
Foot Locker,1185732,06-01-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$19.00,68,"$1,292.00",$58.00,Online
Foot Locker,1185732,06-02-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$14.00,68,$952.00,$51.00,Online
Foot Locker,1185732,05-03-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$20.00,68,"$1,360.00",$72.00,Online
Foot Locker,1185732,05-07-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$36.00,68,"$2,448.00",$108.00,Online
West Gear,1185732,03-10-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$33.00,68,"$2,244.00",$108.00,Online
West Gear,1185732,09-07-2021 00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,$42.00,68,"$2,856.00",$129.00,Online
West Gear,1185732,11-09-2021 00:00,Midwest,Indiana,Indianapolis,Women's Apparel,$36.00,68,"$2,448.00",$127.00,Online
West Gear,1185732,17-04-2021 00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,$19.00,68,"$1,292.00",$70.00,Online
West Gear,1185732,18-05-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$42.00,68,"$2,856.00",$154.00,Online
West Gear,1185732,17-08-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$49.00,68,"$3,332.00",$180.00,Online
West Gear,1185732,18-09-2021 00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,$24.00,68,"$1,632.00",$88.00,Online
Foot Locker,1185732,24-01-2021 00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$34.00,68,"$2,312.00",$109.00,Online
Foot Locker,1185732,13-03-2021 00:00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$39.00,68,"$2,652.00",$119.00,Online
Kohl's,1185732,07-04-2021 00:00,Northeast,New Jersey,Newark,Women's Apparel,$33.00,68,"$2,244.00",$121.00,Online
Kohl's,1185732,06-05-2021 00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,$41.00,68,"$2,788.00",$139.00,Online
Kohl's,1185732,06-05-2021 00:00,Northeast,New Jersey,Newark,Men's Apparel,$47.00,68,"$3,196.00",$131.00,Online
Sports Direct,1185732,08-10-2021 00:00,Northeast,New Jersey,Newark,Women's Apparel,$62.00,68,"$4,216.00",$223.00,Online
Sports Direct,1185732,07-11-2021 00:00,Northeast,New Jersey,Newark,Women's Street Footwear,$48.00,68,"$3,264.00",$166.00,Online
Sports Direct,1185732,03-03-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$29.00,68,"$1,972.00",$89.00,Online
Sports Direct,1185732,04-08-2021 00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$41.00,68,"$2,788.00",$114.00,Online
Foot Locker,1185732,04-11-2021 00:00,Northeast,Connecticut,Hartford,Men's Apparel,$60.00,68,"$4,080.00",$180.00,Online
Sports Direct,1185732,06-12-2021 00:00,Northeast,Rhode Island,Providence,Men's Apparel,$56.00,68,"$3,808.00",$164.00,Online
Sports Direct,1185732,17-01-2021 00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$38.00,68,"$2,584.00",$114.00,Online
Sports Direct,1185732,15-02-2021 00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$32.00,68,"$2,176.00",$83.00,Online
Sports Direct,1185732,15-06-2021 00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,$42.00,68,"$2,856.00",$103.00,Online
Sports Direct,1185732,13-07-2021 00:00,Northeast,Massachusetts,Boston,Men's Apparel,$53.00,68,"$3,604.00",$141.00,Online
Amazon,1185732,14-01-2021 00:00,Northeast,Massachusetts,Boston,Men's Apparel,$52.00,68,"$3,536.00",$166.00,Online
Amazon,1185732,11-08-2021 00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,$49.00,68,"$3,332.00",$157.00,Online
Amazon,1185732,18-04-2021 00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$49.00,68,"$3,332.00",$183.00,Online
Foot Locker,1185732,23-10-2021 00:00,South,Texas,Dallas,Men's Athletic Footwear,$34.00,68,"$2,312.00",$90.00,Outlet
Foot Locker,1185732,16-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$35.00,68,"$2,380.00",$76.00,Outlet
Foot Locker,1185732,22-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$43.00,68,"$2,924.00",$123.00,Outlet
Walmart,1128299,18-05-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$42.00,68,"$2,856.00",$71.00,Outlet
Foot Locker,1128299,24-04-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$32.00,68,"$2,176.00",$91.00,Outlet
West Gear,1128299,24-01-2021 00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,$30.00,68,"$2,040.00",$78.00,Outlet
West Gear,1128299,17-01-2021 00:00,West,Oregon,Portland,Men's Apparel,$33.00,68,"$2,244.00",$114.00,Outlet
Foot Locker,1128299,23-01-2021 00:00,West,Idaho,Boise,Men's Apparel,$35.00,68,"$2,380.00",$81.00,Outlet
Foot Locker,1128299,23-02-2021 00:00,West,Arizona,Phoenix,Women's Athletic Footwear,$26.00,68,"$1,768.00",$74.00,Outlet
Foot Locker,1128299,22-03-2021 00:00,West,Arizona,Phoenix,Women's Athletic Footwear,$38.00,68,"$2,584.00",$96.00,Outlet
West Gear,1197831,21-10-2021 00:00,South,Oklahoma,Oklahoma City,Men's Apparel,$22.00,68,"$1,496.00",$57.00,Outlet
Sports Direct,1185732,03-03-2021 00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$32.00,68,"$2,176.00",$98.00,Outlet
Foot Locker,1185732,06-07-2021 00:00,Northeast,Rhode Island,Providence,Men's Apparel,$33.00,68,"$2,244.00",$76.00,Outlet
Foot Locker,1185732,08-10-2021 00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$38.00,68,"$2,584.00",$98.00,Outlet
Sports Direct,1185732,07-11-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$37.00,68,"$2,516.00",$113.00,Outlet
Sports Direct,1185732,07-11-2021 00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$36.00,68,"$2,448.00",$110.00,Outlet
Sports Direct,1185732,13-03-2021 00:00,Northeast,Massachusetts,Boston,Women's Apparel,$31.00,68,"$2,108.00",$78.00,Outlet
Sports Direct,1185732,13-05-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$34.00,68,"$2,312.00",$83.00,Outlet
Sports Direct,1185732,13-05-2021 00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,$30.00,68,"$2,040.00",$63.00,Outlet
Sports Direct,1185732,15-10-2021 00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$37.00,68,"$2,516.00",$88.00,Outlet
Amazon,1185732,15-10-2021 00:00,Northeast,Massachusetts,Boston,Women's Apparel,$51.00,68,"$3,468.00",$121.00,Outlet
Amazon,1185732,12-02-2021 00:00,Northeast,Vermont,Burlington,Men's Apparel,$36.00,68,"$2,448.00",$95.00,Outlet
Amazon,1185732,11-04-2021 00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,$35.00,68,"$2,380.00",$112.00,Outlet
Amazon,1185732,10-09-2021 00:00,Northeast,Vermont,Burlington,Men's Apparel,$48.00,68,"$3,264.00",$121.00,Outlet
Amazon,1185732,19-02-2021 00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$31.00,68,"$2,108.00",$72.00,Outlet
Foot Locker,1185732,23-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$47.00,66,"$3,102.00",$136.00,Outlet
West Gear,1128299,30-01-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$43.00,66,"$2,838.00",$187.00,Outlet
Sports Direct,1185732,05-02-2021 00:00,Northeast,Connecticut,Hartford,Men's Apparel,$39.00,66,"$2,574.00",$95.00,Outlet
Foot Locker,1185732,08-06-2021 00:00,Northeast,Rhode Island,Providence,Men's Apparel,$39.00,66,"$2,574.00",$90.00,Outlet
Sports Direct,1185732,08-10-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$47.00,66,"$3,102.00",$136.00,Outlet
Amazon,1185732,10-09-2021 00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,$35.00,66,"$2,310.00",$92.00,Outlet
Amazon,1185732,12-10-2021 00:00,Northeast,Vermont,Burlington,Women's Street Footwear,$40.00,66,"$2,640.00",$98.00,Outlet
Foot Locker,1185732,23-06-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$49.00,65,"$3,185.00",$191.00,Online
Foot Locker,1185732,08-07-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$36.00,65,"$2,340.00",$105.00,Online
Foot Locker,1185732,29-07-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$60.00,65,"$3,900.00",$234.00,Online
Foot Locker,1185732,31-07-2021 00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,$46.00,65,"$2,990.00",$141.00,Online
Foot Locker,1185732,04-08-2021 00:00,Midwest,Illinois,Chicago,Women's Apparel,$61.00,65,"$3,965.00",$238.00,Online
Foot Locker,1185732,26-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$71.00,65,"$4,615.00",$203.00,Online
Foot Locker,1185732,29-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00,65,"$3,575.00",$189.00,Online
West Gear,1128299,05-06-2020 00:00,West,Washington,Seattle,Men's Apparel,$52.00,65,"$3,380.00",$135.00,Online
Foot Locker,1185732,18-10-2020 00:00,Southeast,Florida,Miami,Men's Athletic Footwear,$33.00,65,"$2,145.00",$86.00,Online
Foot Locker,1185732,22-10-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,$32.00,65,"$2,080.00",$116.00,Online
Foot Locker,1185732,28-10-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,$34.00,65,"$2,210.00",$122.00,Online
Foot Locker,1185732,23-05-2021 00:00,South,Tennessee,Knoxville,Women's Street Footwear,$24.00,65,"$1,560.00",$75.00,Online
Foot Locker,1185732,31-07-2021 00:00,Midwest,Nebraska,Omaha,Women's Apparel,$54.00,65,"$3,510.00",$218.00,Online
Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,$53.00,65,"$3,445.00",$165.00,Online
Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,$52.00,65,"$3,380.00",$169.00,Online
Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Men's Apparel,$62.00,65,"$4,030.00",$153.00,Online
Walmart,1128299,18-09-2021 00:00,Southeast,Florida,Orlando,Women's Athletic Footwear,$54.00,65,"$3,510.00",$154.00,Online
Foot Locker,1128299,23-03-2021 00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,$48.00,65,"$3,120.00",$144.00,Online
Foot Locker,1128299,25-09-2021 00:00,Southeast,Virginia,Richmond,Women's Street Footwear,$47.00,65,"$3,055.00",$144.00,Online
Foot Locker,1185732,18-04-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$36.00,65,"$2,340.00",$105.00,Online
Foot Locker,1185732,19-05-2021 00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$29.00,65,"$1,885.00",$104.00,Online
West Gear,1128299,23-03-2021 00:00,West,Oregon,Portland,Women's Athletic Footwear,$49.00,65,"$3,185.00",$153.00,Online
West Gear,1128299,18-05-2021 00:00,South,Louisiana,New Orleans,Men's Apparel,$36.00,65,"$2,340.00",$138.00,Online
Kohl's,1128299,27-05-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$56.00,65,"$3,640.00",$153.00,Online
Amazon,1185732,21-03-2021 00:00,Southeast,Kentucky,Louisville,Women's Apparel,$42.00,65,"$2,730.00",$139.00,Online
Amazon,1185732,22-08-2021 00:00,Southeast,Kentucky,Louisville,Men's Apparel,$49.00,65,"$3,185.00",$156.00,Online
Amazon,1185732,23-09-2021 00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,$33.00,65,"$2,145.00",$114.00,Online
Walmart,1197831,19-03-2021 00:00,South,Arkansas,Little Rock,Men's Apparel,$32.00,65,"$2,080.00",$96.00,Online
West Gear,1197831,23-01-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$18.00,65,"$1,170.00",$64.00,Online
West Gear,1197831,20-04-2021 00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00,65,"$1,495.00",$72.00,Online
Kohl's,1197831,16-01-2021 00:00,South,Oklahoma,Oklahoma City,Men's Apparel,$33.00,65,"$2,145.00",$103.00,Online
Kohl's,1197831,14-02-2021 00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00,65,"$1,495.00",$75.00,Online
Kohl's,1197831,12-03-2021 00:00,Midwest,Kansas,Wichita,Women's Apparel,$23.00,65,"$1,495.00",$75.00,Online
Kohl's,1197831,12-05-2021 00:00,Midwest,Kansas,Wichita,Women's Street Footwear,$32.00,65,"$2,080.00",$102.00,Online
Kohl's,1197831,12-09-2021 00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,$14.00,65,$910.00,$43.00,Online
Foot Locker,1185732,12-08-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$36.00,65,"$2,340.00",$94.00,Online
Foot Locker,1185732,13-09-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$46.00,65,"$2,990.00",$150.00,Online
Sports Direct,1185732,12-11-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$61.00,65,"$3,965.00",$198.00,Online
Sports Direct,1185732,09-06-2021 00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$32.00,65,"$2,080.00",$89.00,Online
Foot Locker,1185732,09-11-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$60.00,65,"$3,900.00",$199.00,Online
Foot Locker,1185732,05-03-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$9.00,65,$585.00,$23.00,Online
West Gear,1185732,03-01-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$18.00,65,"$1,170.00",$48.00,Online
West Gear,1185732,03-02-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,$14.00,65,$910.00,$46.00,Online
West Gear,1185732,04-09-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$29.00,65,"$1,885.00",$85.00,Online
